idx,tx,ty,tz,qx,qy,qz,qw
122,-0.61019903421402,-0.720831036567688,10.5993595123291,0.0776312485009884,0.990512855997031,0.0276619338566714,0.109965852772996
123,-0.593031167984009,-0.685375988483429,10.5346612930298,0.0765505880426275,0.993446796065496,0.0269457352636362,0.0804822850609393
124,-0.52657550573349,-0.658026576042175,10.3982429504395,0.0755328700041254,0.996273545954701,0.0276174956580312,0.0311621744004599
125,-0.518981456756592,-0.671094477176666,10.3176078796387,0.0747550237642875,0.996312834684252,0.0282006940398405,0.0312592821590944
126,-0.545453786849976,-0.652508616447449,10.2616729736328,0.0769616197355966,0.996067233438033,0.0274988701071303,0.0342167751491405
127,-0.503259122371674,-0.625631809234619,10.1555995941162,0.0761721072246203,0.99620683143515,0.025177448958391,0.0337024501608857
128,-0.514811873435974,-0.652589201927185,10.1174602508545,0.0774944644645355,0.994325775824492,0.0265575766169237,0.0678642367717605
129,-0.518004417419434,-0.671655178070068,10.1121854782105,0.0775577682835881,0.991895970139692,0.0252791702302165,0.097407086764676
130,-0.512131810188294,-0.664016664028168,9.98809146881104,0.0790368356482108,0.990787851907267,0.0240709570445273,0.107299581316343
131,-0.475057303905487,-0.624516785144806,9.92550468444824,0.07720568454247,0.995718547081023,0.0254104751941201,0.044024595666443
132,-0.473782271146774,-0.63562685251236,9.90115547180176,0.0772712276909335,0.995803429296048,0.0257169965014942,0.041753127599124
133,-0.463402360677719,-0.634317755699158,9.82718181610107,0.0761792732045055,0.996561538635773,0.0267451832599169,0.0186148655200124
134,-0.454546093940735,-0.622427821159363,9.78391170501709,0.0760043910608406,0.996734954091893,0.0268615439315023,-0.0046066569787514
135,-0.413492560386658,-0.510827779769898,9.52150058746338,0.0691138380274382,0.994261073184671,0.0256854434357926,-0.0775142163624826
136,-0.419032156467438,-0.493360996246338,9.49398994445801,0.0646328196903833,0.986511274403549,0.0281299142262342,-0.147738999655413
137,-0.392215132713318,-0.464585810899735,9.2561559677124,0.0644927876855036,0.9741053282732,0.0308567836817951,-0.214493236879692
138,-0.584815979003906,-0.448203086853027,8.76759052276611,0.0491928311806718,0.964236861181133,0.0331412121650516,-0.258319571376652
139,-0.408259153366089,-0.508036136627197,8.98203945159912,0.061807637302068,0.951449102214008,0.0356597347520671,-0.299420782820274
140,-0.571535527706146,-0.500348746776581,8.08193588256836,0.0468774092735254,0.944128623485673,0.0407107879665753,-0.32367620017232
141,-0.488000512123108,-0.416676640510559,8.44611644744873,0.0370685343246576,0.927819301796385,0.0377235128325311,-0.3692617006361
142,-0.409147083759308,-0.458216696977615,8.38226890563965,0.0393439596812166,0.912883407402355,0.0388307070184274,-0.404460274339171
143,-0.45666030049324,-0.448350250720978,8.30352115631104,0.0323203003713968,0.89906220781571,0.0396955258472672,-0.434818134268976
144,-0.619930326938629,-0.44236159324646,8.38559532165527,0.0651469846748592,0.885917508653928,0.023442548365247,-0.458646361780331
145,-0.688426911830902,-0.450526744127274,8.34000492095947,0.0629070197003514,0.863933453293526,0.0252874505882478,-0.499021282106775
146,-0.743733167648315,-0.445716977119446,8.32055854797363,-0.0601292398398566,-0.849161386853692,-0.0277809581019393,0.523963387995701
147,-0.800892531871796,-0.425943732261658,8.28204154968262,-0.0600782695939134,-0.828011324999228,-0.0257845976357556,0.556886884133921
148,-0.855452656745911,-0.434664696455002,8.24386501312256,-0.0563591409261735,-0.802595032402796,-0.0308111243142236,0.593056098370898
149,-0.925980567932129,-0.429687529802322,8.21073150634766,-0.0541730593698499,-0.778354903108937,-0.0333606095789579,0.624592662599641
150,-1.00684571266174,-0.427491694688797,8.18232345581055,-0.0521421438132746,-0.754649525269046,-0.0366517016094453,0.653025224335853
151,-1.06133723258972,-0.414010345935822,8.16605949401856,-0.0495237221579401,-0.729031610130776,-0.0370997004041747,0.681677287727611
152,-1.12588453292847,-0.405671805143356,8.15415668487549,-0.0482233531787546,-0.709045379827819,-0.0378725025288497,0.702491872625743
153,-1.19379007816315,-0.408396571874619,8.1608829498291,-0.0523733868836094,-0.686088606156604,-0.0356561795199957,0.724753813174147
154,-1.22004795074463,-0.399102240800858,8.15940380096436,-0.0505219562929782,-0.691681428669312,-0.036508090706605,0.719507812660341
155,-1.29674851894379,-0.388153642416,8.16012001037598,-0.0509389294067574,-0.697882474229761,-0.0364771502915743,0.713466674162463
156,-1.37097024917603,-0.374865829944611,8.16802501678467,-0.0524877021073653,-0.703207617056441,-0.0346625118352732,0.708196723174119
157,-1.45075821876526,-0.364118218421936,8.16984939575195,-0.0532038885883198,-0.710270809165762,-0.033497950538587,0.701115262418249
158,-1.53743815422058,-0.350089609622955,8.17146682739258,-0.053956613963038,-0.717319602366928,-0.0326199700037574,0.693885588138815
159,-1.66255009174347,-0.330484986305237,8.17967891693115,-0.0531490125941502,-0.724203466835867,-0.0326980066273591,0.686757134251822
160,-1.66078162193298,-0.32802951335907,8.1854772567749,-0.0528196949994248,-0.725268659199978,-0.0317292299839766,0.685703075512323
